timestamp,load_node_1,load_node_2,load_node_3,load_node_4,load_node_5,load_node_6,load_node_7,load_node_8,load_node_9,load_node_10,fault_detected,voltage,frequency,power_flow_1_to_1,power_flow_1_to_2,power_flow_1_to_3,power_flow_1_to_4,power_flow_1_to_5,power_flow_1_to_6,power_flow_1_to_7,power_flow_1_to_8,power_flow_1_to_9,power_flow_1_to_10,power_flow_2_to_1,power_flow_2_to_2,power_flow_2_to_3,power_flow_2_to_4,power_flow_2_to_5,power_flow_2_to_6,power_flow_2_to_7,power_flow_2_to_8,power_flow_2_to_9,power_flow_2_to_10,power_flow_3_to_1,power_flow_3_to_2,power_flow_3_to_3,power_flow_3_to_4,power_flow_3_to_5,power_flow_3_to_6,power_flow_3_to_7,power_flow_3_to_8,power_flow_3_to_9,power_flow_3_to_10,power_flow_4_to_1,power_flow_4_to_2,power_flow_4_to_3,power_flow_4_to_4,power_flow_4_to_5,power_flow_4_to_6,power_flow_4_to_7,power_flow_4_to_8,power_flow_4_to_9,power_flow_4_to_10,power_flow_5_to_1,power_flow_5_to_2,power_flow_5_to_3,power_flow_5_to_4,power_flow_5_to_5,power_flow_5_to_6,power_flow_5_to_7,power_flow_5_to_8,power_flow_5_to_9,power_flow_5_to_10,power_flow_6_to_1,power_flow_6_to_2,power_flow_6_to_3,power_flow_6_to_4,power_flow_6_to_5,power_flow_6_to_6,power_flow_6_to_7,power_flow_6_to_8,power_flow_6_to_9,power_flow_6_to_10,power_flow_7_to_1,power_flow_7_to_2,power_flow_7_to_3,power_flow_7_to_4,power_flow_7_to_5,power_flow_7_to_6,power_flow_7_to_7,power_flow_7_to_8,power_flow_7_to_9,power_flow_7_to_10,power_flow_8_to_1,power_flow_8_to_2,power_flow_8_to_3,power_flow_8_to_4,power_flow_8_to_5,power_flow_8_to_6,power_flow_8_to_7,power_flow_8_to_8,power_flow_8_to_9,power_flow_8_to_10,power_flow_9_to_1,power_flow_9_to_2,power_flow_9_to_3,power_flow_9_to_4,power_flow_9_to_5,power_flow_9_to_6,power_flow_9_to_7,power_flow_9_to_8,power_flow_9_to_9,power_flow_9_to_10,power_flow_10_to_1,power_flow_10_to_2,power_flow_10_to_3,power_flow_10_to_4,power_flow_10_to_5,power_flow_10_to_6,power_flow_10_to_7,power_flow_10_to_8,power_flow_10_to_9,power_flow_10_to_10,grid_status
2024-01-01 00:00:00,218.5430535,477.8214379,379.3972738,319.3963179,120.2083882,120.1975342,76.13762548,439.7792656,320.5017553,368.63266,0,0.9538625054,50.28649359,37.36408185,33.29120962,17.61539125,60.72666701,47.66241605,86.57009923,3.210958048,64.38679276,76.29488785,75.94865692,88.60739671,72.90337428,92.78100616,33.26565998,50.32094168,1.407966328,0.6957587303,24.01266205,10.08071971,26.02113679,17.70432945,2.852002484,90.93041464,0.8223131389,73.60821443,15.21478869,91.2229622,89.27959396,65.39011464,67.22341498,0.533914197,98.48715661,87.78326036,89.51062257,65.92445371,34.47869287,89.36486491,29.15169282,56.27115433,9.973097234,92.19556301,14.07704578,22.48968057,55.81341581,76.40930002,61.93513059,23.21339128,0.09430425275,75.71505803,98.52073259,80.99131203,46.02066182,90.37672614,40.98476731,52.49340842,47.71297674,44.76238727,77.51907693,52.67689073,31.6717122,25.81581677,3.774731697,58.31951619,22.99614154,14.8133922,65.38299638,68.12092578,75.21548923,50.35768963,89.40546052,93.63427534,80.73709398,63.5593482,30.37209536,98.29449216,27.41361672,20.2656922,44.21541138,5.684057071,97.84944647,58.84335564,55.69520917,65.57962799,49.70236478,3.206351709,61.23112888,71.6173877,41.67490606,75.72955721,22.70012993,22.12765911,16.14169877,37.19947598,84.70120354,82.79120621,38.2824208,58.9118736,72.08163165,24.12067746,16.81410859,1
2024-01-01 01:00:00,59.26302243,486.4594335,424.5991884,145.5525998,131.8212352,132.5320294,186.9090093,286.1403942,244.3752584,181.0531131,1,0.9608917305,50.07081118,97.20959932,61.75573132,98.14157218,33.77559871,70.30317,22.26036365,26.12001713,51.19021213,31.96181255,16.76215638,26.2880702,3.574839447,70.44236215,49.21166571,9.42430664,17.16939931,10.25345381,61.25928083,9.421036361,75.4282333,2.051091932,24.9375788,89.06666759,71.85313181,7.296833293,82.11261045,49.30351215,84.67830272,60.07397745,68.1833032,99.35015604,23.23355459,62.39455748,46.03213901,3.945195292,1.44706415,11.92285778,64.90917405,56.71630879,55.34295612,3.185676253,46.93029964,92.46228178,39.75918693,62.49224698,77.98186756,78.39252791,51.92800824,85.79519454,39.13780934,88.86932148,24.02271664,28.0216407,5.31206242,79.55818365,41.70552362,22.91166139,23.17902776,90.13999412,83.39166005,55.35308854,61.61108004,47.43255706,39.16665429,91.54768812,12.56127035,41.84467897,34.4561908,49.81507203,45.76318745,51.88895317,13.99189772,51.31415015,24.24188139,18.4331349,6.483421879,76.26525588,42.74419209,62.66436833,72.75933433,67.93166653,47.05007191,38.7898529,37.59599096,64.00487969,49.47943549,84.9132248,87.47019843,17.0560378,13.62336515,63.0400926,30.12257481,1.857071877,88.86426694,22.69007672,92.92806517,71.74344509,76.26534899,20.14614958,23.41944256,1
2024-01-01 02:00:00,325.3338026,112.7722373,181.4650918,214.8628295,255.2314929,403.3291826,139.853202,281.4054973,316.586556,70.90268572,0,0.9932496454,49.87300024,52.12677538,17.20998526,30.54316927,32.14624779,15.96299333,20.51828334,78.8551842,16.71958545,2.845739184,62.93549426,97.59831194,33.12138146,11.86557032,57.03873254,90.63542111,78.40617798,62.25158684,31.50564966,54.18801733,9.12448413,67.89454243,72.50960189,96.50316229,26.03973587,1.845641904,54.56084644,70.67905044,79.04074759,19.3738933,26.1752869,51.25909253,33.060081,86.05114866,47.37601537,79.95786441,58.06197605,77.30901416,33.26729865,83.14166219,27.45723156,54.6098808,21.40071132,47.55265216,31.81752095,26.67034306,96.6985018,16.00741055,78.73258375,98.41649595,1.990148374,69.9027414,25.29118056,4.048782433,40.2889579,93.52178102,1.176509437,58.78856919,50.13964786,87.33841644,8.400171452,68.15260299,68.01096984,66.90800169,94.23344949,82.3087529,4.197272624,47.10828507,39.79530562,31.01472211,45.13367252,38.41941849,43.23338999,97.92618656,8.863297475,92.22308698,48.02367135,62.37422455,83.01829666,36.04630291,43.04219081,40.95184803,37.47310225,92.55293216,82.89298912,10.89999899,10.81233525,42.78695149,9.865737673,61.90930953,14.36916073,52.2373264,0.7219947004,31.65963484,67.71907237,48.40389402,97.8269486,87.41037961,35.9070779,4.548654147,84.56263001,0
2024-01-01 03:00:00,323.3951834,126.7358557,79.27321684,476.9984918,484.5344149,413.7788067,187.0761961,93.9524513,357.9048619,248.0686222,1,1.044622063,49.64000003,91.12343103,82.06273934,12.79499409,99.79151344,25.85842216,72.42049128,90.80348763,23.56871143,90.82585547,30.94815792,97.64132224,28.12600204,95.34358248,5.354465089,70.92720117,53.21111338,47.78770771,22.34943143,70.55957898,19.08094914,55.2841796,25.3245363,95.56213798,2.863119384,19.97282801,24.23106064,41.40678258,23.27302419,49.13490903,87.24655233,71.20634214,57.99619805,8.900317798,69.39921084,16.64142843,78.6367386,25.00567585,41.70487283,35.04702023,85.88139147,12.65444587,56.56448824,14.20616094,70.47958361,90.50781278,43.46076539,48.80922603,92.74228365,52.09913886,48.7598438,57.83291027,68.92297364,10.68833751,82.11105277,43.55050275,7.23485099,78.61826692,37.69499717,10.03674951,63.37790395,88.01313534,88.77535094,95.76634748,86.77054598,0.2140919345,38.02411664,81.85425799,36.6253006,60.15485064,60.63169474,36.5025304,90.44739273,50.32283454,46.47842059,99.75137457,49.35003641,17.83982519,51.30694229,81.40167355,77.68603269,78.85817651,70.8023784,25.42178291,86.20840858,89.34434654,19.41526966,13.04556366,97.56049686,86.83239637,89.32361472,88.63763846,54.1686824,64.64017367,54.53628521,5.120634919,74.55030854,50.53320333,64.77090748,50.2639805,49.18113223,1
2024-01-01 04:00:00,104.9172057,272.8296096,65.4748345,459.1941809,166.4509917,348.135028,190.2699842,284.0306095,296.0196257,133.184505,1,0.9574881965,50.1715991,17.17891095,27.87137151,15.88526919,19.56662956,97.29773804,15.31134458,26.92704243,59.05896577,61.01785762,15.39741297,79.37174258,78.52028679,23.73177042,28.86663027,93.79878655,82.5671446,69.77970331,8.223322151,41.82640809,55.93018721,18.7411288,44.82265821,60.10258775,32.73766801,78.0944819,84.04495816,32.36094694,83.86571545,10.35765661,83.77290986,15.27504317,8.292715251,64.17754044,47.19373658,90.78906004,36.31891961,28.71522634,50.07349061,45.59461858,34.44280462,69.37412987,75.95618339,85.2983969,97.28566047,26.66561921,71.60934825,39.42582355,67.7081972,47.59816903,99.37731028,72.89021358,95.24913004,83.49695495,90.29010112,81.44191972,45.91591304,25.17884533,37.03201755,2.023623264,52.39931675,50.50578003,52.52504648,97.4031225,91.14540035,16.17127783,36.88825216,42.39561795,36.05329179,79.84959636,52.40376699,57.2099817,85.3013559,80.59281534,13.22115228,71.39145841,43.54361289,29.46489031,5.00188209,48.72495603,35.54366807,25.15130397,69.46717296,76.94853873,24.4789519,4.944743668,84.87527006,0.9959741204,93.71124939,62.7619874,32.18466352,24.64779096,0.9005664264,23.5471417,13.77283015,61.21662207,16.65455886,52.86298375,59.01164223,29.80416983,3.506494902,1
2024-01-01 05:00:00,486.3130825,398.8097705,472.7745237,452.6723077,319.0549905,464.8434058,89.82162592,138.1922881,70.35228001,196.3986488,1,1.022131681,50.33883366,3.725388061,2.634733219,73.91246671,31.80097048,79.6300186,43.17328238,45.29981008,51.28826025,71.30314564,27.35028658,12.15873495,55.60573352,32.69776232,44.24913137,64.69467083,49.41257411,62.02788171,54.42000021,73.97963719,70.59366177,53.41898918,67.89030209,87.35596023,43.22712878,41.27630727,76.42456209,58.2553837,7.100678022,89.21120157,3.078310224,74.83963562,75.87941427,95.31110853,5.41344084,59.68568608,42.78405706,33.06329549,9.03185603,56.26541197,47.90407257,10.45544582,61.24895071,73.79531203,76.72783011,90.53731883,40.94707419,95.30727686,86.54294051,29.6501571,15.92830373,43.53893961,40.1898708,57.57193053,58.33862323,74.99869844,50.98899482,10.48226409,85.82913356,30.97645832,97.12974603,11.78601087,95.82511722,9.101180688,23.10361379,4.657994209,70.51131466,85.02987366,43.40710818,92.8522075,59.02990718,63.00071354,84.54192017,29.68002051,35.42657213,90.59519192,90.0963496,97.64827762,90.18383164,12.7372036,82.37242861,40.98384781,99.08013559,47.22809643,55.38360825,52.97749153,32.17370299,7.502208889,89.56512304,80.26758125,13.95267806,77.67682714,62.58466661,40.91437879,25.40211491,85.97287835,70.01882593,54.77399095,60.95685339,9.106618208,47.39197609,1
2024-01-01 06:00:00,224.9047804,172.1070643,422.9318791,210.538997,176.4205294,294.2132374,113.4159012,410.9886413,83.54778966,494.0991215,1,1.000733458,50.34806763,19.37002928,20.8383679,66.13039623,91.12561518,40.37566105,20.7749273,64.87469372,87.11870464,74.83188011,86.87572305,53.6554671,75.18762444,14.00645594,34.82746154,38.95491645,51.12957462,92.90763603,87.42965602,13.45254923,17.27896519,35.76405496,29.07438659,61.47709532,90.27760478,96.22915417,65.36029525,83.81592014,52.52022002,20.83269469,52.46884121,55.50826014,74.24575642,21.98829897,36.83103821,36.40274692,95.94395957,44.39449603,75.50939673,75.08113814,26.55441848,57.18696894,89.43028933,47.51977195,94.51175073,21.44582293,7.415910577,89.14538731,84.7681198,99.25898759,67.93934881,93.66879267,82.69490251,84.44263331,56.91415705,38.23645979,93.45580725,43.21171756,53.88193672,44.61143071,56.4818314,47.0505079,4.796755858,88.2048186,44.43938189,58.89436485,13.91878028,0.3387847983,24.52900936,70.45860321,9.919453011,90.88874404,21.50225694,20.45936143,18.15079616,1.398171297,77.18054685,87.50345312,61.41627026,18.81999817,28.52779969,47.59266974,95.43459516,24.73513718,73.16459039,43.94482233,29.78473484,45.5915937,7.120671754,79.86873709,24.3301928,72.54121232,6.834837145,95.50985562,19.30149854,88.27420762,80.94732096,96.78599241,47.78906609,72.73972938,37.0710657,1
2024-01-01 07:00:00,397.5101462,139.4220567,52.48495271,416.9576428,368.0858047,378.0532256,397.071656,83.32009328,211.3095778,102.1410768,1,0.9775844654,49.62921888,18.4368238,44.30759329,16.57490154,98.20446228,9.624649114,58.92117235,62.64638553,53.80795429,66.21858857,11.6180775,55.50185242,28.72125711,94.01760633,76.20716534,97.25144822,3.755606974,28.51331752,19.54225866,1.115458731,24.23257302,67.87759835,23.10889221,50.90034455,88.7818115,69.37579203,39.46290699,37.24689389,45.5735814,17.70414411,63.40007674,36.41528191,85.23653493,75.65526601,61.05131641,36.42022226,20.99318317,77.61518641,48.6409099,22.47500382,19.5174615,16.54009045,77.71611962,22.89871853,52.66422635,45.1546361,57.96108992,87.71549004,86.77473901,45.10760718,1.536625073,42.64438057,60.61935374,55.77647591,65.13361058,15.40757325,64.65350988,18.26516187,75.05239807,33.90876133,70.98954334,4.786559891,40.78600256,70.50345223,22.68705163,79.52870448,63.07797331,58.75617721,35.35488542,48.24514704,59.7349301,47.24621139,69.83133239,43.36969331,20.22731817,21.39337828,0.5803768843,30.09577156,74.89176405,79.41627088,20.24675421,95.90439969,50.24027935,91.6978749,70.67652819,72.2433423,8.504362131,21.99911269,0.8814833294,71.61276405,34.44382884,78.66525161,33.89362199,81.93337523,13.06982537,17.33731568,34.08765396,40.84873889,34.87028108,76.36470325,9.695139263,1
2024-01-01 08:00:00,438.3965416,330.4841571,198.9041112,78.60125763,189.9420448,196.3324949,378.3227803,336.9008621,449.2457342,262.4967163,1,0.9816918378,50.48026173,35.12170196,83.72399995,6.679707726,94.23435077,98.63168423,8.856817383,29.12725223,37.2400666,77.63913687,59.59268121,64.43657005,75.75098228,11.79789994,83.32094569,70.56198042,57.73417252,88.97353348,70.03063539,20.16999626,42.97453811,49.40428669,5.521762675,95.46375134,12.85772608,69.74612672,50.62310361,2.563224988,92.47474759,85.18368088,52.42579279,22.89423361,12.16228907,36.33924794,25.5428281,50.6691201,96.64092961,57.49534932,88.99310559,65.08788375,47.52465266,85.46075627,47.13681102,86.86281705,29.15767696,12.88130738,85.53144644,58.74151638,88.90923982,93.7827207,5.362839037,50.09693019,37.49645491,62.58583971,79.35911972,28.0590216,55.67983844,70.87285799,13.44310828,81.4066906,60.61095999,94.95374371,33.95289191,10.81459423,50.6501201,8.581077171,96.95265233,3.868495826,75.35039011,52.51023981,36.86206525,6.584216451,62.21669242,58.52203294,28.08832731,91.02217014,30.41100073,44.97254106,54.37624559,10.02318782,93.21617192,37.45361525,8.077921387,38.72911737,60.02025471,51.36526718,69.4541974,5.548394207,28.45406103,81.92305768,7.989368779,85.54859547,9.189609208,83.44542149,36.07884011,61.22090633,15.28871156,6.616872173,21.5938204,12.78538179,31.24058977,1
2024-01-01 09:00:00,103.8174107,370.9601543,392.3532719,302.5747389,396.935231,272.2080184,285.2297732,242.3934583,61.43860703,98.55114215,1,0.9522860901,49.82080342,51.43832465,58.87594636,78.98681074,65.62398932,60.87583251,41.17820275,47.3808435,41.45208294,84.21660301,23.00004525,0.5720931542,65.13198972,20.24621836,89.01151363,85.90463297,7.672737193,10.63884054,49.51715922,60.92226628,27.49083375,71.67977167,59.49160209,32.48241097,2.537148804,75.01502813,21.47536658,83.44737435,42.02902601,57.70774426,87.29487304,86.36230009,37.15195752,20.88888927,77.51460777,43.30802036,19.20419936,90.44253423,19.81041942,2.580716819,2.027997377,62.23153565,66.16750607,31.10417051,32.00109892,33.94939151,68.01585468,5.813379103,92.91163527,22.25210442,99.96732052,17.15226938,77.15464573,22.34125449,8.084680164,87.49333244,85.87512592,40.35703924,70.23961425,55.70659327,85.29561137,31.50559693,52.36724,48.53723712,35.39058263,89.14550646,16.58779247,14.95086395,57.69095353,65.749423,19.46192543,39.07174423,94.6563843,24.66174227,66.83607021,74.01493937,44.81286995,93.75259868,73.66567352,45.79245799,56.93352018,69.26134434,59.21901804,87.86975838,35.68886623,29.98857401,21.38388895,3.778296806,4.301396438,87.00551931,67.83931464,66.05324154,61.46428189,84.92191447,48.02669257,87.04108286,35.94450262,92.67075043,69.86569801,25.7177136,56.40849217,1
